measure,location,sex,cause,rei,val
Deaths,Southern Latin America,Male,Sexually transmitted infections excluding HIV,Unsafe sex,13.37674137
Deaths,Central Latin America,Female,Maternal disorders,Intimate partner violence,13.26951652
Deaths,Central Latin America,Both,Maternal disorders,Intimate partner violence,13.26951652
Deaths,Oceania,Both,HIV/AIDS,Drug use,13.25158326
Deaths,Southern Sub-Saharan Africa,Female,Unintentional injuries,Tobacco,13.17290882
Deaths,Eastern Europe,Male,Other non-communicable diseases,Child and maternal malnutrition,13.13203838
Deaths,United Kingdom,Male,Transport injuries,Tobacco,13.05737733
Deaths,Central Latin America,Male,HIV/AIDS,Drug use,12.90285401
Deaths,United Kingdom,Female,Maternal disorders,Child and maternal malnutrition,12.83917106
Deaths,United Kingdom,Both,Maternal disorders,Child and maternal malnutrition,12.83917106
Deaths,Tropical Latin America,Both,Interpersonal violence,Tobacco,12.80901923
Deaths,Andean Latin America,Female,Substance use disorders,Childhood maltreatment,12.78567788
Deaths,Eastern Sub-Saharan Africa,Female,Other infectious diseases,Drug use,12.66047905
Deaths,Australasia,Female,Musculoskeletal disorders,Tobacco,12.60509516
Deaths,High-income North America,Male,Other infectious diseases,Child and maternal malnutrition,12.59199938
Deaths,Southern Sub-Saharan Africa,Both,Interpersonal violence,Tobacco,12.51120038
Deaths,Greece,Female,Respiratory infections and tuberculosis,"Unsafe water, sanitation, and handwashing",12.45316527
Deaths,Southern Latin America,Both,Other infectious diseases,Child and maternal malnutrition,12.43495508
Deaths,Southern Sub-Saharan Africa,Female,Other non-communicable diseases,Child and maternal malnutrition,12.38895171
Deaths,Central Sub-Saharan Africa,Both,Interpersonal violence,Low bone mineral density,12.3606708
Deaths,Greece,Male,Respiratory infections and tuberculosis,"Unsafe water, sanitation, and handwashing",12.33922843
Deaths,Western Europe,Female,Other infectious diseases,Child and maternal malnutrition,12.24752689
Deaths,Greece,Female,Chronic respiratory diseases,High body-mass index,12.19335279
Deaths,Andean Latin America,Female,Maternal disorders,Intimate partner violence,12.16996338
Deaths,Andean Latin America,Both,Maternal disorders,Intimate partner violence,12.16996338
Deaths,Central Europe,Both,Other infectious diseases,Child and maternal malnutrition,12.06332767
Deaths,Greece,Male,Respiratory infections and tuberculosis,High fasting plasma glucose,11.97524344
Deaths,Central Sub-Saharan Africa,Male,Musculoskeletal disorders,Tobacco,11.94825389
Deaths,Eastern Europe,Female,Interpersonal violence,Tobacco,11.9357351
Deaths,Andean Latin America,Both,Other non-communicable diseases,Child and maternal malnutrition,11.92589245
Deaths,Greece,Male,Transport injuries,Tobacco,11.8877725
Deaths,Central Asia,Female,Substance use disorders,Childhood maltreatment,11.85222262
Deaths,World Bank Low Income,Male,Interpersonal violence,Tobacco,11.8437256
Deaths,Central Asia,Male,Sexually transmitted infections excluding HIV,Unsafe sex,11.77886873
Deaths,Central Latin America,Female,Other infectious diseases,Drug use,11.76887785
Deaths,Oceania,Both,Diabetes and kidney diseases,Alcohol use,11.75768689
Deaths,Oceania,Both,Unintentional injuries,Tobacco,11.70592616
Deaths,Central Asia,Male,Other non-communicable diseases,Child and maternal malnutrition,11.65188895
Deaths,Southern Latin America,Male,Other non-communicable diseases,Child and maternal malnutrition,11.62410303
Deaths,Southeast Asia,Male,Interpersonal violence,Tobacco,11.58132194
Deaths,High-income Asia Pacific,Both,Other infectious diseases,Drug use,11.52166857
Deaths,Eastern Europe,Female,Other non-communicable diseases,Child and maternal malnutrition,11.40113497
Deaths,Tropical Latin America,Both,Other non-communicable diseases,Child and maternal malnutrition,11.39461926
Deaths,Southern Latin America,Female,Other non-communicable diseases,Child and maternal malnutrition,11.19709364
DALYs (Disability-Adjusted Life Years),United Kingdom,Male,Cardiovascular diseases,Alcohol use,11.18132655
Deaths,High-income North America,Female,Other infectious diseases,Child and maternal malnutrition,11.13582613
Deaths,Oceania,Male,Cancer,Low physical activity,10.98797803
Deaths,Australasia,Female,Substance use disorders,Childhood maltreatment,10.97787646
Deaths,High-income Asia Pacific,Female,HIV/AIDS,Intimate partner violence,10.90808237
Deaths,High-income Asia Pacific,Both,HIV/AIDS,Intimate partner violence,10.90808237
Deaths,Australasia,Both,Respiratory infections and tuberculosis,High fasting plasma glucose,10.88678548
Deaths,Australasia,Female,Respiratory infections and tuberculosis,Child and maternal malnutrition,10.88272787
Deaths,Australasia,Both,Transport injuries,Tobacco,10.79309053
Deaths,Eastern Sub-Saharan Africa,Both,Interpersonal violence,Tobacco,10.71522011
Deaths,Caribbean,Female,Maternal disorders,Intimate partner violence,10.69650261
Deaths,Caribbean,Both,Maternal disorders,Intimate partner violence,10.69650261
Deaths,Tropical Latin America,Female,Other infectious diseases,Drug use,10.5904706
Deaths,Tropical Latin America,Female,Other infectious diseases,Child and maternal malnutrition,10.43398121
Deaths,Caribbean,Both,Musculoskeletal disorders,Tobacco,10.41738144
Deaths,Greece,Both,HIV/AIDS,Drug use,10.36235089
Deaths,Southern Latin America,Male,Musculoskeletal disorders,Tobacco,10.30999955
DALYs (Disability-Adjusted Life Years),Greece,Female,Interpersonal violence,Tobacco,10.29483357
Deaths,South Asia,Female,Interpersonal violence,Tobacco,10.28494365
DALYs (Disability-Adjusted Life Years),Oceania,Female,Other infectious diseases,Drug use,10.24029952
Deaths,Southern Latin America,Female,Substance use disorders,Childhood maltreatment,10.13641793
Deaths,Eastern Europe,Male,Other infectious diseases,Drug use,10.11270827
Deaths,Oceania,Female,Cancer,Other environmental risks,10.11208575
Deaths,Greece,Both,Self-harm,Drug use,10.04678183
Deaths,Southern Sub-Saharan Africa,Male,Interpersonal violence,Tobacco,9.91529559
Deaths,Australasia,Both,Sexually transmitted infections excluding HIV,Unsafe sex,9.883842544
Deaths,Greece,Both,Respiratory infections and tuberculosis,Child and maternal malnutrition,9.794981804
Deaths,United Kingdom,Female,HIV/AIDS,Intimate partner violence,9.743841995
Deaths,United Kingdom,Both,HIV/AIDS,Intimate partner violence,9.743841995
Deaths,Oceania,Female,Maternal disorders,Intimate partner violence,9.705159653
Deaths,Oceania,Both,Maternal disorders,Intimate partner violence,9.705159653
Deaths,Andean Latin America,Male,Sexually transmitted infections excluding HIV,Unsafe sex,9.592434335
Deaths,Southern Latin America,Male,Interpersonal violence,Low bone mineral density,9.587006688
Deaths,Oceania,Female,Neurological disorders,Alcohol use,9.362696777
Deaths,Andean Latin America,Female,Interpersonal violence,Low bone mineral density,9.358707873
Deaths,Tropical Latin America,Male,Interpersonal violence,Tobacco,9.280725801
Deaths,Greece,Male,Self-harm,Drug use,9.268932172
Deaths,High-income Asia Pacific,Female,Substance use disorders,Childhood maltreatment,9.228110462
Deaths,Caribbean,Male,Other non-communicable diseases,Child and maternal malnutrition,9.21044444
Deaths,Eastern Sub-Saharan Africa,Male,Interpersonal violence,Tobacco,9.144794693
Deaths,Central Sub-Saharan Africa,Both,Other infectious diseases,Drug use,9.081306733
Deaths,Southern Latin America,Both,Other infectious diseases,Drug use,8.973664262
Deaths,Oceania,Male,Unintentional injuries,Tobacco,8.942224178
Deaths,Oceania,Female,Substance use disorders,Alcohol use,8.88575618
Deaths,High-income North America,Both,Interpersonal violence,Tobacco,8.885729753
Deaths,Greece,Male,HIV/AIDS,Drug use,8.722781126
Deaths,North Africa and Middle East,Female,Musculoskeletal disorders,Tobacco,8.719747656
Deaths,Australasia,Male,Musculoskeletal disorders,Tobacco,8.707936194
Deaths,Central Asia,Female,HIV/AIDS,Intimate partner violence,8.705875379
Deaths,Central Asia,Both,HIV/AIDS,Intimate partner violence,8.705875379
Deaths,Greece,Female,Unintentional injuries,Tobacco,8.68275648
Deaths,High-income Asia Pacific,Male,Sexually transmitted infections excluding HIV,Unsafe sex,8.652115674
Deaths,Western Sub-Saharan Africa,Female,Transport injuries,Tobacco,8.634819417
Deaths,World Bank High Income,Female,Maternal disorders,Intimate partner violence,8.633454329
Deaths,World Bank High Income,Both,Maternal disorders,Intimate partner violence,8.633454329
Deaths,United Kingdom,Male,Other non-communicable diseases,Child and maternal malnutrition,8.615540613
Deaths,Andean Latin America,Male,Interpersonal violence,Low bone mineral density,8.525028936
Deaths,Australasia,Female,Sexually transmitted infections excluding HIV,Unsafe sex,8.457079481
Deaths,Caribbean,Female,Other non-communicable diseases,Child and maternal malnutrition,8.432434292
Deaths,Australasia,Both,Enteric infections,Child and maternal malnutrition,8.404557882
Deaths,Caribbean,Female,Transport injuries,Tobacco,8.402731736
Deaths,United Kingdom,Female,Transport injuries,Tobacco,8.329306537
Deaths,United Kingdom,Both,Interpersonal violence,Low bone mineral density,8.250246827
Deaths,Central Europe,Both,Other non-communicable diseases,Child and maternal malnutrition,8.231823801
Deaths,Western Europe,Female,Other infectious diseases,Drug use,8.230245649
Deaths,Western Europe,Both,Interpersonal violence,Tobacco,8.093712661
DALYs (Disability-Adjusted Life Years),Greece,Female,Maternal disorders,Intimate partner violence,8.048552568
DALYs (Disability-Adjusted Life Years),Greece,Both,Maternal disorders,Intimate partner violence,8.048552568
Deaths,United Kingdom,Male,Enteric infections,Child and maternal malnutrition,8.003022611
Deaths,Greece,Female,Neurological disorders,Alcohol use,7.998187254
Deaths,Oceania,Both,Other non-communicable diseases,Child and maternal malnutrition,7.89402568
Deaths,Western Sub-Saharan Africa,Both,Musculoskeletal disorders,Tobacco,7.889928185
Deaths,Southern Latin America,Female,Maternal disorders,Intimate partner violence,7.837602751
Deaths,Southern Latin America,Both,Maternal disorders,Intimate partner violence,7.837602751
Deaths,Andean Latin America,Both,Musculoskeletal disorders,Tobacco,7.826581328
Deaths,Oceania,Female,Diabetes and kidney diseases,Other environmental risks,7.696764599
Deaths,Caribbean,Both,Other infectious diseases,Drug use,7.683976063
Deaths,Tropical Latin America,Male,Other non-communicable diseases,Child and maternal malnutrition,7.623037808
Deaths,Australasia,Male,Transport injuries,Tobacco,7.567010154
Deaths,United Kingdom,Female,Other non-communicable diseases,Child and maternal malnutrition,7.55534408
Deaths,Central Europe,Female,HIV/AIDS,Intimate partner violence,7.230726549
Deaths,Central Europe,Both,HIV/AIDS,Intimate partner violence,7.230726549
Deaths,Greece,Female,Respiratory infections and tuberculosis,High fasting plasma glucose,7.224479841
Deaths,Central Sub-Saharan Africa,Male,Interpersonal violence,Low bone mineral density,7.169278158
Deaths,North Africa and Middle East,Female,Substance use disorders,Childhood maltreatment,7.057281093
Deaths,Oceania,Female,HIV/AIDS,Drug use,7.019786691
Deaths,Central Asia,Both,Other infectious diseases,Drug use,6.957863558
Deaths,Central Europe,Both,Interpersonal violence,Tobacco,6.901603276
Deaths,North Africa and Middle East,Both,Interpersonal violence,Tobacco,6.897039175
Deaths,Australasia,Male,Respiratory infections and tuberculosis,High fasting plasma glucose,6.853826405
Deaths,Southern Latin America,Male,Other infectious diseases,Drug use,6.738842166
Deaths,Oceania,Male,Sexually transmitted infections excluding HIV,Unsafe sex,6.717977929
Deaths,High-income Asia Pacific,Female,Other infectious diseases,Drug use,6.694413299
Deaths,High-income Asia Pacific,Both,Other non-communicable diseases,Child and maternal malnutrition,6.63636878
Deaths,Southern Sub-Saharan Africa,Female,Musculoskeletal disorders,Tobacco,6.622801811
Deaths,United Kingdom,Female,HIV/AIDS,Drug use,6.590898338
Deaths,Southern Latin America,Male,Other infectious diseases,Child and maternal malnutrition,6.590633906
Deaths,East Asia,Female,Interpersonal violence,Tobacco,6.590064011
Deaths,Caribbean,Female,Musculoskeletal disorders,Tobacco,6.536563213
Deaths,Central Latin America,Female,Interpersonal violence,Tobacco,6.510268813
Deaths,Australasia,Female,Unintentional injuries,Occupational risks,6.456000531
Deaths,United Kingdom,Both,Other infectious diseases,Child and maternal malnutrition,6.407336331
Deaths,Central Europe,Male,Other infectious diseases,Child and maternal malnutrition,6.392773348
Deaths,Oceania,Male,HIV/AIDS,Drug use,6.231796574
DALYs (Disability-Adjusted Life Years),Andean Latin America,Female,Interpersonal violence,Tobacco,6.213587595
Deaths,United Kingdom,Female,Enteric infections,Child and maternal malnutrition,6.179613677
Deaths,Southern Sub-Saharan Africa,Both,Other infectious diseases,Drug use,6.152450855
Deaths,Western Sub-Saharan Africa,Male,Musculoskeletal disorders,Tobacco,6.147933184
Deaths,Andean Latin America,Female,Other non-communicable diseases,Child and maternal malnutrition,6.122635485
Deaths,Australasia,Both,Interpersonal violence,Low bone mineral density,6.0730607
Deaths,Greece,Male,Chronic respiratory diseases,High body-mass index,6.062103103
Deaths,Australasia,Both,Other infectious diseases,Drug use,6.043668917
Deaths,Greece,Female,Transport injuries,Occupational risks,6.04247269
Deaths,Central Asia,Male,Other infectious diseases,Drug use,5.904207219
Deaths,Central Sub-Saharan Africa,Female,Unintentional injuries,Tobacco,5.845162863
Deaths,Southern Latin America,Female,Other infectious diseases,Child and maternal malnutrition,5.844321175
Deaths,North Africa and Middle East,Male,Interpersonal violence,Tobacco,5.842407753
Deaths,Andean Latin America,Male,Other non-communicable diseases,Child and maternal malnutrition,5.803256966
Deaths,Greece,Female,Interpersonal violence,Alcohol use,5.79094101
Deaths,High-income Asia Pacific,Both,Interpersonal violence,Tobacco,5.708852246
Deaths,Central Europe,Female,Other infectious diseases,Child and maternal malnutrition,5.670554326
Deaths,Central Sub-Saharan Africa,Male,Other infectious diseases,Drug use,5.665655685
Deaths,United Kingdom,Female,Interpersonal violence,Low bone mineral density,5.542245818
Deaths,Caribbean,Female,Substance use disorders,Childhood maltreatment,5.509454087
Deaths,United Kingdom,Female,Unintentional injuries,Occupational risks,5.477705789
Deaths,Greece,Female,Substance use disorders,Alcohol use,5.394238978
Deaths,Greece,Male,Respiratory infections and tuberculosis,Child and maternal malnutrition,5.295796842
Deaths,Oceania,Male,Other non-communicable diseases,Child and maternal malnutrition,5.195682183
Deaths,Central Sub-Saharan Africa,Female,Interpersonal violence,Low bone mineral density,5.191392642
Deaths,Southern Sub-Saharan Africa,Female,Substance use disorders,Childhood maltreatment,5.190400769
Deaths,High-income North America,Female,Interpersonal violence,Tobacco,5.074504026
Deaths,Australasia,Both,Other non-communicable diseases,Child and maternal malnutrition,5.072729852
Deaths,Australasia,Male,Enteric infections,Child and maternal malnutrition,5.015161639
Deaths,Caribbean,Male,Other infectious diseases,Drug use,4.997096896
